variable,year,sex,name,n,prop
JULIEN-2001,2001,M,JULIEN,216,0.92
JULIEN-2002,2002,M,JULIEN,208,0.93
JULIEN-2003,2003,M,JULIEN,249,1.11
JULIEN-2004,2004,M,JULIEN,178,0.81
JULIEN-2005,2005,M,JULIEN,227,1.04
JULIEN-2006,2006,M,JULIEN,216,0.93
JULIEN-2007,2007,M,JULIEN,206,0.89
JULIEN-2008,2008,M,JULIEN,216,0.91
JULIEN-2009,2009,M,JULIEN,204,0.87
JULIEN-2010,2010,M,JULIEN,183,0.81
JULIEN-2011,2011,M,JULIEN,168,0.76
JULIEN-2012,2012,M,JULIEN,153,0.69
JULIEN-2013,2013,M,JULIEN,122,0.57
JULIEN-2014,2014,M,JULIEN,128,0.63
JULIEN-2015,2015,M,JULIEN,106,0.54
JULIEN-2016,2016,M,JULIEN,113,0.6
JULIEN-2017,2017,M,JULIEN,85,0.5
JULIEN-2018,2018,M,JULIEN,98,0.6
JUSTIN-1980,1980,M,JUSTIN,103,0.31
JUSTIN-1981,1981,M,JUSTIN,98,0.3
JUSTIN-1982,1982,M,JUSTIN,85,0.27
JUSTIN-1983,1983,M,JUSTIN,82,0.27
JUSTIN-1984,1984,M,JUSTIN,108,0.35
JUSTIN-1985,1985,M,JUSTIN,84,0.28
JUSTIN-1986,1986,M,JUSTIN,92,0.31
JUSTIN-1987,1987,M,JUSTIN,115,0.39
JUSTIN-1988,1988,M,JUSTIN,145,0.48
JUSTIN-1989,1989,M,JUSTIN,124,0.39
JUSTIN-1990,1990,M,JUSTIN,143,0.42
JUSTIN-1991,1991,M,JUSTIN,166,0.49
JUSTIN-1992,1992,M,JUSTIN,165,0.51
JUSTIN-1993,1993,M,JUSTIN,168,0.54
JUSTIN-1994,1994,M,JUSTIN,211,0.68
JUSTIN-1995,1995,M,JUSTIN,223,0.75
JUSTIN-1996,1996,M,JUSTIN,219,0.77
JUSTIN-1997,1997,M,JUSTIN,223,0.85
JUSTIN-1998,1998,M,JUSTIN,178,0.73
JUSTIN-1999,1999,M,JUSTIN,235,0.99
JUSTIN-2000,2000,M,JUSTIN,299,1.3
JUSTIN-2001,2001,M,JUSTIN,485,2.08
JUSTIN-2002,2002,M,JUSTIN,462,2.06
JUSTIN-2003,2003,M,JUSTIN,506,2.26
JUSTIN-2004,2004,M,JUSTIN,465,2.12
JUSTIN-2005,2005,M,JUSTIN,588,2.7
JUSTIN-2006,2006,M,JUSTIN,650,2.81
JUSTIN-2007,2007,M,JUSTIN,591,2.56
JUSTIN-2008,2008,M,JUSTIN,477,2.01
JUSTIN-2009,2009,M,JUSTIN,413,1.75
JUSTIN-2010,2010,M,JUSTIN,472,2.09
JUSTIN-2011,2011,M,JUSTIN,401,1.81
JUSTIN-2012,2012,M,JUSTIN,412,1.86
JUSTIN-2013,2013,M,JUSTIN,300,1.4
JUSTIN-2014,2014,M,JUSTIN,263,1.3
JUSTIN-2015,2015,M,JUSTIN,244,1.24
JUSTIN-2016,2016,M,JUSTIN,198,1.05
JUSTIN-2017,2017,M,JUSTIN,174,1.03
JUSTIN-2018,2018,M,JUSTIN,149,0.92
LAURENT-1980,1980,M,LAURENT,64,0.2
LAURENT-1981,1981,M,LAURENT,59,0.18
LAURENT-1982,1982,M,LAURENT,50,0.16
LAURENT-1983,1983,M,LAURENT,70,0.23
LAURENT-1984,1984,M,LAURENT,66,0.21
LAURENT-1985,1985,M,LAURENT,62,0.2
LAURENT-1986,1986,M,LAURENT,58,0.2
LAURENT-1987,1987,M,LAURENT,79,0.27
LAURENT-1988,1988,M,LAURENT,70,0.23
LAURENT-1989,1989,M,LAURENT,79,0.25
LAURENT-1990,1990,M,LAURENT,94,0.28
LAURENT-1991,1991,M,LAURENT,98,0.29
LAURENT-1992,1992,M,LAURENT,99,0.3
LAURENT-1993,1993,M,LAURENT,112,0.36
LAURENT-1994,1994,M,LAURENT,66,0.21
LAURENT-1995,1995,M,LAURENT,97,0.33
LAURENT-1996,1996,M,LAURENT,104,0.36
LAURENT-1997,1997,M,LAURENT,100,0.38
LAURENT-1998,1998,M,LAURENT,88,0.36
LAURENT-1999,1999,M,LAURENT,97,0.41
LAURENT-2000,2000,M,LAURENT,85,0.37
LAURENT-2001,2001,M,LAURENT,82,0.35
LAURENT-2002,2002,M,LAURENT,82,0.37
LAURENT-2003,2003,M,LAURENT,96,0.43
LAURENT-2004,2004,M,LAURENT,80,0.37
LAURENT-2005,2005,M,LAURENT,105,0.48
LAURENT-2006,2006,M,LAURENT,121,0.52
LAURENT-2007,2007,M,LAURENT,118,0.51
LAURENT-2008,2008,M,LAURENT,144,0.61
LAURENT-2009,2009,M,LAURENT,146,0.62
LAURENT-2010,2010,M,LAURENT,116,0.51
LAURENT-2011,2011,M,LAURENT,112,0.51
LAURENT-2012,2012,M,LAURENT,158,0.71
LAURENT-2013,2013,M,LAURENT,158,0.74
LAURENT-2014,2014,M,LAURENT,177,0.88
LAURENT-2015,2015,M,LAURENT,178,0.9
LAURENT-2016,2016,M,LAURENT,176,0.93
LAURENT-2017,2017,M,LAURENT,181,1.07
LAURENT-2018,2018,M,LAURENT,198,1.22
LEO-1980,1980,M,LEO,6,0.02
LEO-1981,1981,M,LEO,10,0.03
LEO-1982,1982,M,LEO,6,0.02
LEO-1983,1983,M,LEO,6,0.02
LEO-1984,1984,M,LEO,4,0.01
LEO-1985,1985,M,LEO,8,0.03
LEO-1986,1986,M,LEO,5,0.02
LEO-1987,1987,M,LEO,6,0.02
LEO-1988,1988,M,LEO,5,0.02
LEO-1989,1989,M,LEO,5,0.02
LEO-1990,1990,M,LEO,20,0.06
LEO-1991,1991,M,LEO,14,0.04
LEO-1992,1992,M,LEO,18,0.06
LEO-1993,1993,M,LEO,16,0.05
LEO-1994,1994,M,LEO,20,0.06
LEO-1995,1995,M,LEO,20,0.07
LEO-1996,1996,M,LEO,29,0.1
LEO-1997,1997,M,LEO,23,0.09
LEO-1998,1998,M,LEO,46,0.19
LEO-1999,1999,M,LEO,54,0.23
LEO-2000,2000,M,LEO,49,0.21
LEO-2001,2001,M,LEO,56,0.24
LEO-2002,2002,M,LEO,70,0.31
LEO-2003,2003,M,LEO,80,0.36
LEO-2004,2004,M,LEO,112,0.51
LEO-2005,2005,M,LEO,142,0.65
LEO-2006,2006,M,LEO,135,0.58
LEO-2007,2007,M,LEO,164,0.71
LEO-2008,2008,M,LEO,151,0.64
LEO-2009,2009,M,LEO,196,0.83
LEO-2010,2010,M,LEO,208,0.92
LEO-2011,2011,M,LEO,242,1.09
LEO-2012,2012,M,LEO,306,1.38
LEO-2013,2013,M,LEO,394,1.84
LEO-2014,2014,M,LEO,389,1.92
LEO-2015,2015,M,LEO,480,2.43
LEO-2016,2016,M,LEO,518,2.74
LEO-2017,2017,M,LEO,498,2.95
LEO-2018,2018,M,LEO,536,3.3
LIAM-1980,1980,M,LIAM,1,0
LIAM-1981,1981,M,LIAM,0,0
LIAM-1982,1982,M,LIAM,5,0.02
LIAM-1983,1983,M,LIAM,1,0
LIAM-1984,1984,M,LIAM,1,0
LIAM-1985,1985,M,LIAM,1,0
LIAM-1986,1986,M,LIAM,2,0.01
LIAM-1987,1987,M,LIAM,4,0.01
LIAM-1988,1988,M,LIAM,1,0
LIAM-1989,1989,M,LIAM,6,0.02
LIAM-1990,1990,M,LIAM,4,0.01
LIAM-1991,1991,M,LIAM,5,0.01
LIAM-1992,1992,M,LIAM,9,0.03
LIAM-1993,1993,M,LIAM,6,0.02
LIAM-1994,1994,M,LIAM,19,0.06
LIAM-1995,1995,M,LIAM,36,0.12
LIAM-1996,1996,M,LIAM,48,0.17
LIAM-1997,1997,M,LIAM,47,0.18
LIAM-1998,1998,M,LIAM,44,0.18
LIAM-1999,1999,M,LIAM,65,0.27
LIAM-2000,2000,M,LIAM,44,0.19
LIAM-2001,2001,M,LIAM,76,0.33
LIAM-2002,2002,M,LIAM,75,0.33
LIAM-2003,2003,M,LIAM,89,0.4
LIAM-2004,2004,M,LIAM,133,0.61
LIAM-2005,2005,M,LIAM,122,0.56
LIAM-2006,2006,M,LIAM,149,0.64
LIAM-2007,2007,M,LIAM,187,0.81
LIAM-2008,2008,M,LIAM,236,1
LIAM-2009,2009,M,LIAM,306,1.3
LIAM-2010,2010,M,LIAM,320,1.42
LIAM-2011,2011,M,LIAM,374,1.69
LIAM-2012,2012,M,LIAM,542,2.45
LIAM-2013,2013,M,LIAM,702,3.28
LIAM-2014,2014,M,LIAM,712,3.52
LIAM-2015,2015,M,LIAM,669,3.39
LIAM-2016,2016,M,LIAM,666,3.52
LIAM-2017,2017,M,LIAM,634,3.76
LIAM-2018,2018,M,LIAM,629,3.88
LOGAN-1980,1980,M,LOGAN,1,0
LOGAN-1981,1981,M,LOGAN,1,0
LOGAN-1982,1982,M,LOGAN,3,0.01
LOGAN-1983,1983,M,LOGAN,0,0
LOGAN-1984,1984,M,LOGAN,1,0
LOGAN-1985,1985,M,LOGAN,2,0.01
LOGAN-1986,1986,M,LOGAN,1,0
LOGAN-1987,1987,M,LOGAN,5,0.02
LOGAN-1988,1988,M,LOGAN,1,0
LOGAN-1989,1989,M,LOGAN,3,0.01
LOGAN-1990,1990,M,LOGAN,2,0.01
LOGAN-1991,1991,M,LOGAN,7,0.02
LOGAN-1992,1992,M,LOGAN,5,0.02
LOGAN-1993,1993,M,LOGAN,2,0.01
LOGAN-1994,1994,M,LOGAN,6,0.02
LOGAN-1995,1995,M,LOGAN,8,0.03
LOGAN-1996,1996,M,LOGAN,9,0.03
LOGAN-1997,1997,M,LOGAN,17,0.06
LOGAN-1998,1998,M,LOGAN,9,0.04
LOGAN-1999,1999,M,LOGAN,19,0.08
LOGAN-2000,2000,M,LOGAN,15,0.07
LOGAN-2001,2001,M,LOGAN,28,0.12
LOGAN-2002,2002,M,LOGAN,35,0.16
LOGAN-2003,2003,M,LOGAN,60,0.27
LOGAN-2004,2004,M,LOGAN,57,0.26
LOGAN-2005,2005,M,LOGAN,66,0.3
LOGAN-2006,2006,M,LOGAN,85,0.37
LOGAN-2007,2007,M,LOGAN,133,0.58
LOGAN-2008,2008,M,LOGAN,116,0.49
LOGAN-2009,2009,M,LOGAN,178,0.76
LOGAN-2010,2010,M,LOGAN,213,0.94
LOGAN-2011,2011,M,LOGAN,295,1.33
LOGAN-2012,2012,M,LOGAN,342,1.54
LOGAN-2013,2013,M,LOGAN,522,2.44
LOGAN-2014,2014,M,LOGAN,604,2.99
LOGAN-2015,2015,M,LOGAN,588,2.98
LOGAN-2016,2016,M,LOGAN,584,3.08
LOGAN-2017,2017,M,LOGAN,675,4
LOGAN-2018,2018,M,LOGAN,636,3.92
LOIC-1980,1980,M,LOIC,5,0.02
LOIC-1981,1981,M,LOIC,11,0.03
LOIC-1982,1982,M,LOIC,12,0.04
LOIC-1983,1983,M,LOIC,16,0.05
LOIC-1984,1984,M,LOIC,13,0.04
LOIC-1985,1985,M,LOIC,12,0.04
LOIC-1986,1986,M,LOIC,7,0.02
LOIC-1987,1987,M,LOIC,14,0.05
LOIC-1988,1988,M,LOIC,11,0.04
LOIC-1989,1989,M,LOIC,24,0.07
LOIC-1990,1990,M,LOIC,24,0.07
LOIC-1991,1991,M,LOIC,20,0.06
LOIC-1992,1992,M,LOIC,35,0.11
LOIC-1993,1993,M,LOIC,45,0.14
LOIC-1994,1994,M,LOIC,45,0.15
LOIC-1995,1995,M,LOIC,31,0.1
LOIC-1996,1996,M,LOIC,48,0.17
LOIC-1997,1997,M,LOIC,44,0.17
LOIC-1998,1998,M,LOIC,48,0.2
LOIC-1999,1999,M,LOIC,66,0.28
LOIC-2000,2000,M,LOIC,92,0.4
LOIC-2001,2001,M,LOIC,104,0.45
LOIC-2002,2002,M,LOIC,145,0.65
LOIC-2003,2003,M,LOIC,190,0.85
LOIC-2004,2004,M,LOIC,206,0.94
LOIC-2005,2005,M,LOIC,239,1.1
LOIC-2006,2006,M,LOIC,273,1.18
LOIC-2007,2007,M,LOIC,314,1.36
LOIC-2008,2008,M,LOIC,346,1.46
LOIC-2009,2009,M,LOIC,377,1.6
LOIC-2010,2010,M,LOIC,357,1.58
LOIC-2011,2011,M,LOIC,330,1.49
LOIC-2012,2012,M,LOIC,333,1.5
LOIC-2013,2013,M,LOIC,308,1.44
LOIC-2014,2014,M,LOIC,311,1.54
LOIC-2015,2015,M,LOIC,240,1.22
LOIC-2016,2016,M,LOIC,215,1.14
LOIC-2017,2017,M,LOIC,230,1.36
LOIC-2018,2018,M,LOIC,183,1.13
LOUIS-1980,1980,M,LOUIS,169,0.52
LOUIS-1981,1981,M,LOUIS,150,0.46
LOUIS-1982,1982,M,LOUIS,182,0.59
LOUIS-1983,1983,M,LOUIS,142,0.46
LOUIS-1984,1984,M,LOUIS,146,0.47
LOUIS-1985,1985,M,LOUIS,116,0.38
LOUIS-1986,1986,M,LOUIS,121,0.41
LOUIS-1987,1987,M,LOUIS,90,0.31
LOUIS-1988,1988,M,LOUIS,93,0.31
LOUIS-1989,1989,M,LOUIS,100,0.31
LOUIS-1990,1990,M,LOUIS,108,0.32
LOUIS-1991,1991,M,LOUIS,108,0.32
LOUIS-1992,1992,M,LOUIS,116,0.36
LOUIS-1993,1993,M,LOUIS,115,0.37
LOUIS-1994,1994,M,LOUIS,114,0.37
LOUIS-1995,1995,M,LOUIS,93,0.31
LOUIS-1996,1996,M,LOUIS,123,0.43
LOUIS-1997,1997,M,LOUIS,139,0.53
LOUIS-1998,1998,M,LOUIS,119,0.49
LOUIS-1999,1999,M,LOUIS,134,0.57
LOUIS-2000,2000,M,LOUIS,117,0.51
LOUIS-2001,2001,M,LOUIS,110,0.47
LOUIS-2002,2002,M,LOUIS,111,0.49
LOUIS-2003,2003,M,LOUIS,130,0.58
LOUIS-2004,2004,M,LOUIS,136,0.62
LOUIS-2005,2005,M,LOUIS,142,0.65
LOUIS-2006,2006,M,LOUIS,184,0.8
LOUIS-2007,2007,M,LOUIS,177,0.77
LOUIS-2008,2008,M,LOUIS,196,0.83
LOUIS-2009,2009,M,LOUIS,192,0.82
LOUIS-2010,2010,M,LOUIS,210,0.93
LOUIS-2011,2011,M,LOUIS,220,0.99
LOUIS-2012,2012,M,LOUIS,231,1.04
LOUIS-2013,2013,M,LOUIS,291,1.36
LOUIS-2014,2014,M,LOUIS,314,1.55
LOUIS-2015,2015,M,LOUIS,291,1.48
LOUIS-2016,2016,M,LOUIS,317,1.67
LOUIS-2017,2017,M,LOUIS,307,1.82
LOUIS-2018,2018,M,LOUIS,331,2.04
LUCAS-1980,1980,M,LUCAS,8,0.02
LUCAS-1981,1981,M,LUCAS,11,0.03
LUCAS-1982,1982,M,LUCAS,20,0.06
LUCAS-1983,1983,M,LUCAS,18,0.06
LUCAS-1984,1984,M,LUCAS,11,0.04
LUCAS-1985,1985,M,LUCAS,9,0.03
LUCAS-1986,1986,M,LUCAS,15,0.05
LUCAS-1987,1987,M,LUCAS,9,0.03
LUCAS-1988,1988,M,LUCAS,21,0.07
LUCAS-1989,1989,M,LUCAS,31,0.1
LUCAS-1990,1990,M,LUCAS,60,0.18
LUCAS-1991,1991,M,LUCAS,49,0.14
LUCAS-1992,1992,M,LUCAS,53,0.16
LUCAS-1993,1993,M,LUCAS,56,0.18
LUCAS-1994,1994,M,LUCAS,46,0.15
LUCAS-1995,1995,M,LUCAS,70,0.24
LUCAS-1996,1996,M,LUCAS,68,0.24
LUCAS-1997,1997,M,LUCAS,66,0.25
LUCAS-1998,1998,M,LUCAS,55,0.23
LUCAS-1999,1999,M,LUCAS,76,0.32
LUCAS-2000,2000,M,LUCAS,101,0.44
LUCAS-2001,2001,M,LUCAS,100,0.43
LUCAS-2002,2002,M,LUCAS,131,0.58
LUCAS-2003,2003,M,LUCAS,127,0.57
LUCAS-2004,2004,M,LUCAS,171,0.78
LUCAS-2005,2005,M,LUCAS,203,0.93
LUCAS-2006,2006,M,LUCAS,240,1.04
LUCAS-2007,2007,M,LUCAS,331,1.43
LUCAS-2008,2008,M,LUCAS,383,1.62
LUCAS-2009,2009,M,LUCAS,377,1.6
LUCAS-2010,2010,M,LUCAS,414,1.83
LUCAS-2011,2011,M,LUCAS,376,1.7
LUCAS-2012,2012,M,LUCAS,391,1.77
LUCAS-2013,2013,M,LUCAS,318,1.49
LUCAS-2014,2014,M,LUCAS,308,1.52
LUCAS-2015,2015,M,LUCAS,263,1.33
LUCAS-2016,2016,M,LUCAS,325,1.72
LUCAS-2017,2017,M,LUCAS,288,1.71
LUCAS-2018,2018,M,LUCAS,298,1.84
MATHIEU-1980,1980,M,MATHIEU,1270,3.87
MATHIEU-1981,1981,M,MATHIEU,1364,4.16
MATHIEU-1982,1982,M,MATHIEU,1317,4.25
MATHIEU-1983,1983,M,MATHIEU,1203,3.9
MATHIEU-1984,1984,M,MATHIEU,1540,4.99
MATHIEU-1985,1985,M,MATHIEU,1468,4.85
MATHIEU-1986,1986,M,MATHIEU,1537,5.24
MATHIEU-1987,1987,M,MATHIEU,1395,4.79
MATHIEU-1988,1988,M,MATHIEU,1427,4.74
MATHIEU-1989,1989,M,MATHIEU,1393,4.35
MATHIEU-1990,1990,M,MATHIEU,1482,4.36
MATHIEU-1991,1991,M,MATHIEU,1276,3.77
MATHIEU-1992,1992,M,MATHIEU,1107,3.4
MATHIEU-1993,1993,M,MATHIEU,1046,3.33
MATHIEU-1994,1994,M,MATHIEU,983,3.19
MATHIEU-1995,1995,M,MATHIEU,858,2.89
MATHIEU-1996,1996,M,MATHIEU,816,2.86
MATHIEU-1997,1997,M,MATHIEU,687,2.62
MATHIEU-1998,1998,M,MATHIEU,595,2.44
MATHIEU-1999,1999,M,MATHIEU,570,2.4
MATHIEU-2000,2000,M,MATHIEU,497,2.17
MATHIEU-2001,2001,M,MATHIEU,506,2.17
MATHIEU-2002,2002,M,MATHIEU,438,1.95
MATHIEU-2003,2003,M,MATHIEU,422,1.89
MATHIEU-2004,2004,M,MATHIEU,368,1.68
MATHIEU-2005,2005,M,MATHIEU,322,1.48
MATHIEU-2006,2006,M,MATHIEU,288,1.25
MATHIEU-2007,2007,M,MATHIEU,267,1.16
MATHIEU-2008,2008,M,MATHIEU,233,0.98
MATHIEU-2009,2009,M,MATHIEU,190,0.81
MATHIEU-2010,2010,M,MATHIEU,185,0.82
MATHIEU-2011,2011,M,MATHIEU,124,0.56
MATHIEU-2012,2012,M,MATHIEU,160,0.72
MATHIEU-2013,2013,M,MATHIEU,104,0.49
MATHIEU-2014,2014,M,MATHIEU,95,0.47
MATHIEU-2015,2015,M,MATHIEU,88,0.45
MATHIEU-2016,2016,M,MATHIEU,65,0.34
MATHIEU-2017,2017,M,MATHIEU,50,0.3
MATHIEU-2018,2018,M,MATHIEU,32,0.2
MATHIS-1980,1980,M,MATHIS,0,0
MATHIS-1981,1981,M,MATHIS,0,0
MATHIS-1982,1982,M,MATHIS,0,0
MATHIS-1983,1983,M,MATHIS,0,0
MATHIS-1984,1984,M,MATHIS,0,0
MATHIS-1985,1985,M,MATHIS,0,0
MATHIS-1986,1986,M,MATHIS,0,0
MATHIS-1987,1987,M,MATHIS,0,0
MATHIS-1988,1988,M,MATHIS,0,0
MATHIS-1989,1989,M,MATHIS,0,0
MATHIS-1990,1990,M,MATHIS,0,0
MATHIS-1991,1991,M,MATHIS,0,0
MATHIS-1992,1992,M,MATHIS,0,0
MATHIS-1993,1993,M,MATHIS,2,0.01
MATHIS-1994,1994,M,MATHIS,2,0.01
MATHIS-1995,1995,M,MATHIS,5,0.02
MATHIS-1996,1996,M,MATHIS,1,0
MATHIS-1997,1997,M,MATHIS,8,0.03
MATHIS-1998,1998,M,MATHIS,4,0.02
MATHIS-1999,1999,M,MATHIS,11,0.05
MATHIS-2000,2000,M,MATHIS,31,0.14
MATHIS-2001,2001,M,MATHIS,91,0.39
MATHIS-2002,2002,M,MATHIS,464,2.07
MATHIS-2003,2003,M,MATHIS,607,2.71
MATHIS-2004,2004,M,MATHIS,563,2.57
MATHIS-2005,2005,M,MATHIS,537,2.47
MATHIS-2006,2006,M,MATHIS,551,2.38
MATHIS-2007,2007,M,MATHIS,542,2.35
MATHIS-2008,2008,M,MATHIS,559,2.36
MATHIS-2009,2009,M,MATHIS,493,2.09
MATHIS-2010,2010,M,MATHIS,454,2.01
MATHIS-2011,2011,M,MATHIS,454,2.05
MATHIS-2012,2012,M,MATHIS,420,1.9
MATHIS-2013,2013,M,MATHIS,380,1.78
MATHIS-2014,2014,M,MATHIS,343,1.7
MATHIS-2015,2015,M,MATHIS,325,1.65
MATHIS-2016,2016,M,MATHIS,315,1.66
MATHIS-2017,2017,M,MATHIS,216,1.28
MATHIS-2018,2018,M,MATHIS,197,1.21
MAXIM-1980,1980,M,MAXIM,33,0.1
MAXIM-1981,1981,M,MAXIM,38,0.12
MAXIM-1982,1982,M,MAXIM,46,0.15
MAXIM-1983,1983,M,MAXIM,62,0.2
MAXIM-1984,1984,M,MAXIM,61,0.2
MAXIM-1985,1985,M,MAXIM,70,0.23
MAXIM-1986,1986,M,MAXIM,85,0.29
MAXIM-1987,1987,M,MAXIM,89,0.31
MAXIM-1988,1988,M,MAXIM,115,0.38
MAXIM-1989,1989,M,MAXIM,84,0.26
MAXIM-1990,1990,M,MAXIM,128,0.38
MAXIM-1991,1991,M,MAXIM,108,0.32
MAXIM-1992,1992,M,MAXIM,67,0.21
MAXIM-1993,1993,M,MAXIM,81,0.26
MAXIM-1994,1994,M,MAXIM,77,0.25
MAXIM-1995,1995,M,MAXIM,91,0.31
MAXIM-1996,1996,M,MAXIM,82,0.29
MAXIM-1997,1997,M,MAXIM,73,0.28
MAXIM-1998,1998,M,MAXIM,88,0.36
MAXIM-1999,1999,M,MAXIM,97,0.41
MAXIM-2000,2000,M,MAXIM,95,0.41
MAXIM-2001,2001,M,MAXIM,95,0.41
MAXIM-2002,2002,M,MAXIM,113,0.5
MAXIM-2003,2003,M,MAXIM,129,0.58
MAXIM-2004,2004,M,MAXIM,105,0.48
MAXIM-2005,2005,M,MAXIM,113,0.52
MAXIM-2006,2006,M,MAXIM,110,0.48
MAXIM-2007,2007,M,MAXIM,136,0.59
MAXIM-2008,2008,M,MAXIM,147,0.62
MAXIM-2009,2009,M,MAXIM,154,0.65
MAXIM-2010,2010,M,MAXIM,158,0.7
MAXIM-2011,2011,M,MAXIM,115,0.52
MAXIM-2012,2012,M,MAXIM,88,0.4
MAXIM-2013,2013,M,MAXIM,83,0.39
MAXIM-2014,2014,M,MAXIM,72,0.36
MAXIM-2015,2015,M,MAXIM,52,0.26
MAXIM-2016,2016,M,MAXIM,45,0.24
MAXIM-2017,2017,M,MAXIM,35,0.21
MAXIM-2018,2018,M,MAXIM,38,0.23
MAXIME-1980,1980,M,MAXIME,507,1.55
MAXIME-1981,1981,M,MAXIME,559,1.71
MAXIME-1982,1982,M,MAXIME,649,2.09
MAXIME-1983,1983,M,MAXIME,993,3.22
MAXIME-1984,1984,M,MAXIME,1182,3.83
MAXIME-1985,1985,M,MAXIME,1347,4.45
MAXIME-1986,1986,M,MAXIME,1384,4.72
MAXIME-1987,1987,M,MAXIME,1443,4.95
MAXIME-1988,1988,M,MAXIME,1646,5.46
MAXIME-1989,1989,M,MAXIME,1985,6.19
MAXIME-1990,1990,M,MAXIME,2088,6.14
MAXIME-1991,1991,M,MAXIME,1891,5.59
MAXIME-1992,1992,M,MAXIME,1609,4.95
MAXIME-1993,1993,M,MAXIME,1422,4.53
MAXIME-1994,1994,M,MAXIME,1363,4.42
MAXIME-1995,1995,M,MAXIME,1129,3.8
MAXIME-1996,1996,M,MAXIME,1060,3.71
MAXIME-1997,1997,M,MAXIME,895,3.42
MAXIME-1998,1998,M,MAXIME,759,3.11
MAXIME-1999,1999,M,MAXIME,635,2.68
MAXIME-2000,2000,M,MAXIME,549,2.39
MAXIME-2001,2001,M,MAXIME,496,2.12
MAXIME-2002,2002,M,MAXIME,452,2.02
MAXIME-2003,2003,M,MAXIME,405,1.81
MAXIME-2004,2004,M,MAXIME,352,1.61
MAXIME-2005,2005,M,MAXIME,344,1.58
MAXIME-2006,2006,M,MAXIME,365,1.58
MAXIME-2007,2007,M,MAXIME,334,1.45
MAXIME-2008,2008,M,MAXIME,359,1.52
MAXIME-2009,2009,M,MAXIME,314,1.33
MAXIME-2010,2010,M,MAXIME,298,1.32
MAXIME-2011,2011,M,MAXIME,236,1.07
MAXIME-2012,2012,M,MAXIME,219,0.99
MAXIME-2013,2013,M,MAXIME,176,0.82
MAXIME-2014,2014,M,MAXIME,159,0.79
MAXIME-2015,2015,M,MAXIME,154,0.78
MAXIME-2016,2016,M,MAXIME,133,0.7
MAXIME-2017,2017,M,MAXIME,88,0.52
MAXIME-2018,2018,M,MAXIME,68,0.42
MICHAEL-1980,1980,M,MICHAEL,491,1.5
MICHAEL-1981,1981,M,MICHAEL,475,1.45
MICHAEL-1982,1982,M,MICHAEL,582,1.88
MICHAEL-1983,1983,M,MICHAEL,726,2.35
MICHAEL-1984,1984,M,MICHAEL,680,2.2
MICHAEL-1985,1985,M,MICHAEL,682,2.25
MICHAEL-1986,1986,M,MICHAEL,898,3.06
MICHAEL-1987,1987,M,MICHAEL,974,3.34
MICHAEL-1988,1988,M,MICHAEL,937,3.11
MICHAEL-1989,1989,M,MICHAEL,930,2.9
MICHAEL-1990,1990,M,MICHAEL,926,2.72
MICHAEL-1991,1991,M,MICHAEL,985,2.91
MICHAEL-1992,1992,M,MICHAEL,903,2.78
MICHAEL-1993,1993,M,MICHAEL,778,2.48
MICHAEL-1994,1994,M,MICHAEL,784,2.54
MICHAEL-1995,1995,M,MICHAEL,704,2.37
MICHAEL-1996,1996,M,MICHAEL,607,2.13
MICHAEL-1997,1997,M,MICHAEL,506,1.93
MICHAEL-1998,1998,M,MICHAEL,470,1.93
MICHAEL-1999,1999,M,MICHAEL,374,1.58
MICHAEL-2000,2000,M,MICHAEL,330,1.44
MICHAEL-2001,2001,M,MICHAEL,320,1.37
MICHAEL-2002,2002,M,MICHAEL,260,1.16
MICHAEL-2003,2003,M,MICHAEL,243,1.09
MICHAEL-2004,2004,M,MICHAEL,205,0.94
MICHAEL-2005,2005,M,MICHAEL,197,0.91
MICHAEL-2006,2006,M,MICHAEL,173,0.75
MICHAEL-2007,2007,M,MICHAEL,147,0.64
MICHAEL-2008,2008,M,MICHAEL,167,0.71
MICHAEL-2009,2009,M,MICHAEL,160,0.68
MICHAEL-2010,2010,M,MICHAEL,146,0.65
MICHAEL-2011,2011,M,MICHAEL,136,0.61
MICHAEL-2012,2012,M,MICHAEL,133,0.6
MICHAEL-2013,2013,M,MICHAEL,127,0.59
MICHAEL-2014,2014,M,MICHAEL,131,0.65
MICHAEL-2015,2015,M,MICHAEL,109,0.55
MICHAEL-2016,2016,M,MICHAEL,94,0.5
MICHAEL-2017,2017,M,MICHAEL,84,0.5
MICHAEL-2018,2018,M,MICHAEL,75,0.46
MIKAEL-1980,1980,M,MIKAEL,30,0.09
MIKAEL-1981,1981,M,MIKAEL,13,0.04
MIKAEL-1982,1982,M,MIKAEL,36,0.12
MIKAEL-1983,1983,M,MIKAEL,31,0.1
MIKAEL-1984,1984,M,MIKAEL,48,0.16
MIKAEL-1985,1985,M,MIKAEL,49,0.16
MIKAEL-1986,1986,M,MIKAEL,68,0.23
MIKAEL-1987,1987,M,MIKAEL,86,0.3
MIKAEL-1988,1988,M,MIKAEL,90,0.3
MIKAEL-1989,1989,M,MIKAEL,100,0.31
MIKAEL-1990,1990,M,MIKAEL,121,0.36
MIKAEL-1991,1991,M,MIKAEL,145,0.43
MIKAEL-1992,1992,M,MIKAEL,140,0.43
MIKAEL-1993,1993,M,MIKAEL,120,0.38
MIKAEL-1994,1994,M,MIKAEL,124,0.4
